0.000	0.000	-4.44	0.00
0.000	0.000	-4.44	0.25
0.000	0.000	-4.44	0.25
0.000	0.000	-4.44	0.25
0.000	0.000	-4.44	0.75
0.000	0.000	-4.44	1.25
0.000	0.000	-4.44	1.75
0.000	0.000	-4.44	2.25
0.000	0.000	-4.44	2.75
0.000	0.000	-4.44	3.75
0.000	0.000	-4.44	4.74
0.000	0.000	-4.44	5.75
0.000	0.000	-4.44	6.75
0.000	0.000	-4.44	7.75
0.000	0.000	-4.44	8.75
0.000	0.000	-4.44	9.75
0.000	0.000	-4.44	10.99
0.000	0.000	-4.44	11.00
0.000	0.000	-4.44	11.96
0.000	0.000	-4.38	0.00
0.000	0.000	-4.38	0.25
0.000	0.000	-4.38	0.25
167.789	123.547	-4.38	0.25
234.958	60.271	-4.38	0.75
252.773	45.785	-4.38	1.25
156.075	34.754	-4.38	1.75
178.150	29.510	-4.38	2.25
153.177	25.041	-4.38	2.75
99.084	22.459	-4.38	3.75
107.858	20.337	-4.38	4.74
556.438	53.182	-4.38	5.75
687.889	76.915	-4.38	6.75
90.575	18.684	-4.38	7.75
87.849	14.156	-4.38	8.75
99.316	13.325	-4.38	9.75
105.797	12.513	-4.38	10.99
102.218	12.247	-4.38	11.00
133.764	11.696	-4.38	11.96
141.853	11.230	-4.29	0.00
145.039	10.716	-4.29	0.25
189.829	10.528	-4.29	0.25
201.738	10.103	-4.29	0.25
282.390	10.815	-4.29	0.75
782.967	27.810	-4.29	1.25
313.521	12.476	-4.29	1.75
387.987	9.282	-4.29	2.25
470.815	9.087	-4.29	2.75
535.969	8.948	-4.29	3.75
596.343	8.671	-4.29	4.74
608.574	8.576	-4.29	5.75
540.392	8.335	-4.29	6.75
473.845	8.067	-4.29	7.75
373.557	8.014	-4.29	8.75
298.005	7.703	-4.29	9.75
239.434	7.568	-4.29	10.99
220.475	7.684	-4.29	11.00
225.453	7.943	-4.29	11.96
225.645	7.532	-4.22	0.00
279.631	7.653	-4.22	0.25
332.863	8.000	-4.22	0.25
428.037	8.322	-4.22	0.25
534.992	8.670	-4.22	0.75
619.289	9.003	-4.22	1.25
637.795	9.300	-4.22	1.75
581.809	9.518	-4.22	2.25
500.867	9.815	-4.22	2.75
424.565	9.976	-4.22	3.75
365.187	10.813	-4.22	4.74
721.623	30.931	-4.22	5.75
249.372	11.463	-4.22	6.75
208.643	11.705	-4.22	7.75
185.722	12.179	-4.22	8.75
135.199	13.291	-4.22	9.75
167.469	14.351	-4.22	10.99
155.229	15.845	-4.22	11.00
125.169	17.441	-4.22	11.96
134.871	19.110	-4.14	0.00
138.730	20.833	-4.14	0.25
75.872	22.997	-4.14	0.25
87.018	27.204	-4.14	0.25
118.730	33.987	-4.14	0.75
129.899	45.197	-4.14	1.25
66.245	57.426	-4.14	1.75
92.539	123.311	-4.14	2.25
0.000	0.000	-4.14	2.75
0.000	0.000	-4.14	3.75
0.000	0.000	-4.14	4.74
0.000	0.000	-4.14	5.75
0.000	0.000	-4.14	6.75
0.000	0.000	-4.14	7.75
0.000	0.000	-4.14	8.75
0.000	0.000	-4.14	9.75
0.000	0.000	-4.14	10.99
0.000	0.000	-4.14	11.00
0.000	0.000	-4.14	11.96
0.000	0.000	-4.06	0.00
0.000	0.000	-4.06	0.25
0.000	0.000	-4.06	0.25
0.000	0.000	-4.06	0.25
0.000	0.000	-4.06	0.75
0.000	0.000	-4.06	1.25
0.000	0.000	-4.06	1.75
0.000	0.000	-4.06	2.25
0.000	0.000	-4.06	2.75
0.000	0.000	-4.06	3.75
0.000	0.000	-4.06	4.74
0.000	0.000	-4.06	5.75
0.000	0.000	-4.06	6.75
0.000	0.000	-4.06	7.75
0.000	0.000	-4.06	8.75
0.000	0.000	-4.06	9.75
0.000	0.000	-4.06	10.99
0.000	0.000	-4.06	11.00
0.000	0.000	-4.06	11.96
0.000	0.000	-3.98	0.00
0.000	0.000	-3.98	0.25
0.000	0.000	-3.98	0.25
0.000	0.000	-3.98	0.25
0.000	0.000	-3.98	0.75
0.000	0.000	-3.98	1.25
0.000	0.000	-3.98	1.75
0.000	0.000	-3.98	2.25
0.000	0.000	-3.98	2.75
0.000	0.000	-3.98	3.75
0.000	0.000	-3.98	4.74
0.000	0.000	-3.98	5.75
0.000	0.000	-3.98	6.75
0.000	0.000	-3.98	7.75
0.000	0.000	-3.98	8.75
0.000	0.000	-3.98	9.75
0.000	0.000	-3.98	10.99
0.000	0.000	-3.98	11.00
0.000	0.000	-3.98	11.96
0.000	0.000	-3.90	0.00
0.000	0.000	-3.90	0.25
0.000	0.000	-3.90	0.25
0.000	0.000	-3.90	0.25
0.000	0.000	-3.90	0.75
0.000	0.000	-3.90	1.25
0.000	0.000	-3.90	1.75
0.000	0.000	-3.90	2.25
0.000	0.000	-3.90	2.75
0.000	0.000	-3.90	3.75
0.000	0.000	-3.90	4.74
0.000	0.000	-3.90	5.75
0.000	0.000	-3.90	6.75
0.000	0.000	-3.90	7.75
22.623	5.883	-3.90	8.75
20.154	2.129	-3.90	9.75
21.901	1.850	-3.90	10.99
23.923	0.947	-3.90	11.00
0.000	0.000	-3.90	11.96
26.236	1.054	-3.82	0.00
28.161	0.978	-3.82	0.25
31.702	0.912	-3.82	0.25
36.029	0.989	-3.82	0.25
37.812	0.884	-3.82	0.75
45.642	0.989	-3.82	1.25
52.809	0.970	-3.82	1.75
59.025	1.000	-3.82	2.25
62.471	1.012	-3.82	2.75
66.328	0.989	-3.82	3.75
59.858	0.977	-3.82	4.74
57.028	0.914	-3.82	5.75
50.548	0.869	-3.82	6.75
44.420	0.796	-3.82	7.75
41.387	0.777	-3.82	8.75
38.797	0.743	-3.82	9.75
40.157	0.756	-3.82	10.99
41.328	0.756	-3.82	11.00
42.113	0.780	-3.82	11.96
45.995	0.806	-3.74	0.00
51.505	0.887	-3.74	0.25
57.367	0.955	-3.74	0.25
62.512	0.956	-3.74	0.25
65.719	0.991	-3.74	0.75
66.541	1.041	-3.74	1.25
62.263	1.097	-3.74	1.75
58.086	1.024	-3.74	2.25
51.302	1.018	-3.74	2.75
43.919	1.013	-3.74	3.75
39.430	0.963	-3.74	4.74
39.872	1.136	-3.74	5.75
36.388	1.059	-3.74	6.75
34.674	1.125	-3.74	7.75
33.267	1.145	-3.74	8.75
31.074	1.181	-3.74	9.75
30.611	1.264	-3.74	10.99
33.058	1.423	-3.74	11.00
30.918	1.585	-3.74	11.96
37.559	1.873	-3.66	0.00
38.683	3.505	-3.66	0.25
55.475	10.275	-3.66	0.25
0.000	0.000	-3.66	0.25
0.000	0.000	-3.66	0.75
0.000	0.000	-3.66	1.25
0.000	0.000	-3.66	1.75
0.000	0.000	-3.66	2.25
0.000	0.000	-3.66	2.75
0.000	0.000	-3.66	3.75
0.000	0.000	-3.66	4.74
0.000	0.000	-3.66	5.75
0.000	0.000	-3.66	6.75
0.000	0.000	-3.66	7.75
0.000	0.000	-3.66	8.75
0.000	0.000	-3.66	9.75
0.000	0.000	-3.66	10.99
0.000	0.000	-3.66	11.00
0.000	0.000	-3.66	11.96
0.000	0.000	-3.58	0.00
0.000	0.000	-3.58	0.25
0.000	0.000	-3.58	0.25
0.000	0.000	-3.58	0.25
0.000	0.000	-3.58	0.75
0.000	0.000	-3.58	1.25
0.000	0.000	-3.58	1.75
0.000	0.000	-3.58	2.25
0.000	0.000	-3.58	2.75
0.000	0.000	-3.58	3.75
0.000	0.000	-3.58	4.74
0.000	0.000	-3.58	5.75
0.000	0.000	-3.58	6.75
0.000	0.000	-3.58	7.75
0.000	0.000	-3.58	8.75
0.000	0.000	-3.58	9.75
0.000	0.000	-3.58	10.99
0.000	0.000	-3.58	11.00
0.000	0.000	-3.58	11.96
0.000	0.000	-3.50	0.00
0.000	0.000	-3.50	0.25
0.000	0.000	-3.50	0.25
0.000	0.000	-3.50	0.25
0.000	0.000	-3.50	0.75
0.000	0.000	-3.50	1.25
0.000	0.000	-3.50	1.75
0.000	0.000	-3.50	2.25
0.000	0.000	-3.50	2.75
0.000	0.000	-3.50	3.75
0.000	0.000	-3.50	4.74
0.000	0.000	-3.50	5.75
0.000	0.000	-3.50	6.75
0.000	0.000	-3.50	7.75
0.000	0.000	-3.50	8.75
0.000	0.000	-3.50	9.75
0.000	0.000	-3.50	10.99
0.000	0.000	-3.50	11.00
0.000	0.000	-3.50	11.96
0.000	0.000	-3.42	0.00
0.000	0.000	-3.42	0.25
0.000	0.000	-3.42	0.25
0.000	0.000	-3.42	0.25
0.000	0.000	-3.42	0.75
0.000	0.000	-3.42	1.25
0.000	0.000	-3.42	1.75
0.000	0.000	-3.42	2.25
0.000	0.000	-3.42	2.75
0.000	0.000	-3.42	3.75
23.950	3.088	-3.42	4.74
23.809	1.926	-3.42	5.75
21.671	1.607	-3.42	6.75
24.154	1.486	-3.42	7.75
22.169	1.445	-3.42	8.75
25.158	0.980	-3.42	9.75
0.000	0.000	-3.42	10.99
27.909	1.236	-3.42	11.00
29.993	1.378	-3.42	11.96
35.388	1.343	-3.34	0.00
37.846	1.421	-3.34	0.25
41.077	1.370	-3.34	0.25
44.774	1.408	-3.34	0.25
51.886	1.446	-3.34	0.75
58.961	1.494	-3.34	1.25
65.936	1.529	-3.34	1.75
66.261	1.560	-3.34	2.25
67.163	1.512	-3.34	2.75
58.923	1.503	-3.34	3.75
50.781	1.318	-3.34	4.74
47.689	1.236	-3.34	5.75
41.018	1.201	-3.34	6.75
40.775	1.149	-3.34	7.75
41.025	1.178	-3.34	8.75
42.016	1.250	-3.34	9.75
44.186	1.185	-3.34	10.99
47.239	1.239	-3.34	11.00
52.908	1.360	-3.34	11.96
60.969	1.532	-3.26	0.00
67.967	1.541	-3.26	0.25
69.846	1.606	-3.26	0.25
73.854	1.720	-3.26	0.25
67.577	1.808	-3.26	0.75
59.517	1.593	-3.26	1.25
54.722	1.573	-3.26	1.75
44.675	1.408	-3.26	2.25
39.559	1.462	-3.26	2.75
35.314	1.512	-3.26	3.75
29.394	1.506	-3.26	4.74
26.162	1.717	-3.26	5.75
27.268	2.165	-3.26	6.75
22.619	2.516	-3.26	7.75
23.330	4.153	-3.26	8.75
19.585	5.474	-3.26	9.75
0.000	0.000	-3.26	10.99
0.000	0.000	-3.26	11.00
0.000	0.000	-3.26	11.96
0.000	0.000	-3.18	0.00
0.000	0.000	-3.18	0.25
0.000	0.000	-3.18	0.25
0.000	0.000	-3.18	0.25
0.000	0.000	-3.18	0.75
0.000	0.000	-3.18	1.25
0.000	0.000	-3.18	1.75
0.000	0.000	-3.18	2.25
0.000	0.000	-3.18	2.75
0.000	0.000	-3.18	3.75
0.000	0.000	-3.18	4.74
0.000	0.000	-3.18	5.75
0.000	0.000	-3.18	6.75
0.000	0.000	-3.18	7.75
0.000	0.000	-3.18	8.75
0.000	0.000	-3.18	9.75
0.000	0.000	-3.18	10.99
0.000	0.000	-3.18	11.00
0.000	0.000	-3.18	11.96
0.000	0.000	-3.10	0.00
0.000	0.000	-3.10	0.25
0.000	0.000	-3.10	0.25
0.000	0.000	-3.10	0.25
0.000	0.000	-3.10	0.75
0.000	0.000	-3.10	1.25
0.000	0.000	-3.10	1.75
0.000	0.000	-3.10	2.25
0.000	0.000	-3.10	2.75
0.000	0.000	-3.10	3.75
0.000	0.000	-3.10	4.74
0.000	0.000	-3.10	5.75
0.000	0.000	-3.10	6.75
0.000	0.000	-3.10	7.75
0.000	0.000	-3.10	8.75
0.000	0.000	-3.10	9.75
0.000	0.000	-3.10	10.99
0.000	0.000	-3.10	11.00
0.000	0.000	-3.10	11.96
0.000	0.000	-3.02	0.00
0.000	0.000	-3.02	0.25
0.000	0.000	-3.02	0.25
0.000	0.000	-3.02	0.25
0.000	0.000	-3.02	0.75
0.000	0.000	-3.02	1.25
0.000	0.000	-3.02	1.75
0.000	0.000	-3.02	2.25
0.000	0.000	-3.02	2.75
0.000	0.000	-3.02	3.75
0.000	0.000	-3.02	4.74
0.000	0.000	-3.02	5.75
0.000	0.000	-3.02	6.75
0.000	0.000	-3.02	7.75
0.000	0.000	-3.02	8.75
0.000	0.000	-3.02	9.75
0.000	0.000	-3.02	10.99
0.000	0.000	-3.02	11.00
0.000	0.000	-3.02	11.96
0.000	0.000	-2.94	0.00
0.000	0.000	-2.94	0.25
0.000	0.000	-2.94	0.25
0.000	0.000	-2.94	0.25
0.000	0.000	-2.94	0.75
0.000	0.000	-2.94	1.25
0.000	0.000	-2.94	1.75
25.996	3.303	-2.94	2.25
26.037	3.771	-2.94	2.75
21.945	2.409	-2.94	3.75
21.429	2.406	-2.94	4.74
22.013	2.263	-2.94	5.75
25.263	2.545	-2.94	6.75
26.590	1.693	-2.94	7.75
0.000	0.000	-2.94	8.75
29.106	2.041	-2.94	9.75
28.800	2.187	-2.94	10.99
30.935	2.086	-2.94	11.00
38.066	2.444	-2.94	11.96
43.620	2.427	-2.86	0.00
51.264	3.284	-2.86	0.25
51.091	2.359	-2.86	0.25
62.522	2.701	-2.86	0.25
64.855	2.613	-2.86	0.75
66.004	2.884	-2.86	1.25
61.768	2.748	-2.86	1.75
57.208	2.385	-2.86	2.25
50.386	2.345	-2.86	2.75
44.524	2.199	-2.86	3.75
44.337	2.211	-2.86	4.74
41.714	2.217	-2.86	5.75
40.712	2.177	-2.86	6.75
41.700	1.908	-2.86	7.75
44.037	2.405	-2.86	8.75
51.904	2.286	-2.86	9.75
49.560	2.370	-2.86	10.99
64.438	2.691	-2.86	11.00
67.574	2.729	-2.86	11.96
69.280	2.822	-2.78	0.00
66.128	2.898	-2.78	0.25
62.542	2.842	-2.78	0.25
53.339	2.265	-2.78	0.25
44.815	2.600	-2.78	0.75
43.959	2.836	-2.78	1.25
54.916	3.008	-2.78	1.75
31.344	2.721	-2.78	2.25
20.931	2.618	-2.78	2.75
14.822	3.641	-2.78	3.75
20.380	3.475	-2.78	4.74
17.500	3.971	-2.78	5.75
12.351	3.214	-2.78	6.75
23.782	6.093	-2.78	7.75
15.705	5.141	-2.78	8.75
0.000	0.000	-2.78	9.75
0.000	0.000	-2.78	10.99
